"id";"loan_amnt";"funded_amnt";"term";"int_rate";"installment";"grade";"emp_title";"emp_length";"home_ownership";"annual_inc";"verification_status";"issue_d";"loan_status";"desc";"title";"zip_code";"addr_state";"dti";"delinq_2yrs";"earliest_cr_line";"fico_range_low";"fico_range_high";"inq_last_6mths";"mths_since_last_delinq";"mths_since_last_record";"open_acc";"pub_rec";"revol_bal";"revol_util";"total_acc";"initial_list_status";"out_prncp";"out_prncp_inv";"total_pymnt";"total_pymnt_inv";"total_rec_prncp";"total_rec_int";"total_rec_late_fee";"recoveries";"collection_recovery_fee";"last_pymnt_d";"last_pymnt_amnt";"next_pymnt_d";"last_credit_pull_d";"last_fico_range_high";"last_fico_range_low";"collections_12_mths_ex_med";"mths_since_last_major_derog";"policy_code";"application_type";"annual_inc_joint";"dti_joint";"verification_status_joint";"acc_now_delinq";"tot_coll_amt";"tot_cur_bal";"open_acc_6m";"open_act_il";"open_il_12m";"open_il_24m";"mths_since_rcnt_il";"total_bal_il"
351;5600;5600;" 36 months";10.9;183.08;"B";"Office Manager / Paralegal";"3 years";"MORTGAGE";70000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"210xx";"MD";24.77;0;"4-Jan";690;694;0;0;"";8;0;24120;98.0;21;"w";4077.77;4077.77;2007.1;2007.1;1522.23;484.87;0;0;0;"19-Feb";183.08;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;552499;1;3;1;2;10;163567
352;5000;5000;" 36 months";5.31;150.56;"A";"Social Worker";"1 year";"RENT";60000;"Source Verified";"18-Mar";"Current";"";"Other";"980xx";"WA";40.1;0;"Jun-95";725;729;0;52;"";12;0;14315;30.1;23;"f";3555.54;3555.54;1653.21;1653.21;1444.46;208.75;0;0;0;"19-Feb";150.56;"19-Apr";"19-Mar";734;730;0;"52";1;"Joint App";"160000";"15.24";"Source Verified";0;0;95771;1;4;1;2;3;81456
353;40000;40000;" 36 months";10.41;1298.41;"B";"";"";"OWN";104000;"Verified";"18-Mar";"Current";"";"Home buying";"295xx";"SC";22.96;0;"11-Oct";750;754;0;0;"";8;0;5825;22.2;12;"w";29068.52;29068.52;14292.7;14292.7;10931.48;3361.22;0;0;0;"19-Mar";1298.41;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;54673;2;3;1;1;3;48848
354;10000;10000;" 36 months";9.92;322.3;"B";"Personal Training Manager";"5 years";"RENT";91000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"021xx";"MA";4.77;0;"10-Jul";715;719;0;0;"";2;0;14844;74.2;2;"f";7252.33;7052.89;3534.28;3437.09;2747.67;786.61;0;0;0;"19-Feb";322.3;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;14844;0;0;0;0;0;0
355;15000;15000;" 60 months";12.61;338.31;"C";"Wax Specialist";"5 years";"MORTGAGE";40000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"078xx";"NJ";19.62;0;"9-Sep";710;714;0;0;"";6;0;9978;42.8;9;"w";12904.67;12904.67;3700.39;3700.39;2095.33;1605.06;0;0;0;"19-Mar";338.31;"19-Apr";"19-Mar";639;635;0;"";1;"Individual";"";"";"";0;0;15008;0;1;0;0;42;5030
356;16000;16000;" 60 months";11.98;355.75;"B";"Senior Integrator sales";"< 1 year";"OWN";100000;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"333xx";"FL";18.79;0;"7-May";720;724;1;0;"97";15;1;12900;22.1;24;"w";0.0;0.0;16415.65643;16415.66;16000.0;415.66;0;0;0;"18-Jun";16081.21;"";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;412681;2;3;1;2;7;48165
357;8000;8000;" 36 months";13.58;271.8;"C";"Office Manager";"5 years";"RENT";50000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"958xx";"CA";4.94;0;"7-Apr";660;664;1;34;"";11;0;7444;32.6;17;"f";0.0;0.0;8683.46674;8656.33;8000.0;683.47;0;0;0;"18-Dec";5934.04;"";"19-Mar";694;690;0;"34";1;"Individual";"";"";"";0;264;62447;3;1;0;0;44;55003
358;7000;7000;" 36 months";17.47;251.21;"D";"Inventory control";"10+ years";"MORTGAGE";50000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"010xx";"MA";19.06;0;"Feb-00";675;679;0;0;"";10;0;19127;89.8;22;"f";5232.75;5232.75;2769.23;2769.23;1767.25;1001.98;0;0;0;"19-Mar";251.21;"19-Apr";"19-Mar";669;665;0;"";1;"Joint App";"103000";"17.23";"Not Verified";0;0;262785;0;2;1;2;9;9748
359;25000;25000;" 60 months";15.04;595.28;"C";"";"";"OWN";50000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"730xx";"OK";14.14;0;"Jun-86";835;839;0;0;"";10;0;4415;5.4;16;"w";21697.0;21697.0;6515.63;6515.63;3303.0;3212.63;0;0;0;"19-Mar";595.28;"19-Apr";"19-Mar";834;830;0;"";1;"Joint App";"100000";"31.02";"Not Verified";0;0;162018;0;1;0;1;22;14846
360;10000;10000;" 60 months";11.98;222.35;"B";"Cross Guard ";"4 years";"OWN";20200;"Verified";"18-Mar";"Current";"";"Home improvement";"080xx";"NJ";23.11;0;"Nov-98";760;764;0;0;"";7;0;36133;49.9;15;"w";8582.72;8582.72;2432.81;2432.81;1417.28;1015.53;0;0;0;"19-Mar";222.62;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;36133;2;0;0;0;99;0
361;25000;25000;" 60 months";17.47;627.65;"D";"";"";"MORTGAGE";40000;"Verified";"18-Mar";"Charged Off";"";"Home improvement";"436xx";"OH";27.84;0;"4-Mar";720;724;2;0;"";13;0;8907;21.9;21;"w";0.0;0.0;4345.02;4345.02;1928.44;2416.58;0;0;0;"18-Nov";627.65;"";"19-Mar";534;530;0;"";1;"Individual";"";"";"";0;0;27532;0;2;0;1;24;18625
362;24000;24000;" 60 months";15.04;571.47;"C";"Teacher ";"10+ years";"MORTGAGE";40000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"263xx";"WV";63.1;1;"Aug-99";710;714;0;23;"";14;0;2801;80.0;61;"w";20518.43;20518.43;6677.16;6677.16;3481.57;3195.59;0;0;0;"19-Mar";571.47;"19-Apr";"19-Mar";674;670;0;"";1;"Joint App";"90000";"28.77";"Verified";0;0;85563;0;10;0;1;20;82762
363;16000;16000;" 36 months";5.31;481.77;"A";"Transportation Supervisor";"3 years";"MORTGAGE";54625;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"431xx";"OH";24.67;1;"4-Feb";680;684;0;20;"";14;0;15022;88.9;19;"w";11377.97;11377.97;5290.03;5290.03;4622.03;668.0;0;0;0;"19-Feb";481.77;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;0;40718;0;1;0;0;33;25696
364;16000;16000;" 36 months";7.96;501.09;"A";"Resident Physician";"3 years";"RENT";74000;"Source Verified";"18-Mar";"Current";"";"Moving and relocation";"112xx";"NY";23.61;0;"4-Jul";760;764;0;0;"";14;0;2901;17.5;29;"w";11508.48;11508.48;5497.84;5497.84;4491.52;1006.32;0;0;0;"19-Feb";501.09;"19-Apr";"19-Mar";759;755;0;"";1;"Individual";"";"";"";0;0;139362;2;11;1;2;3;136461
365;5000;5000;" 36 months";6.07;152.27;"A";"Testing Coordinator ";"1 year";"OWN";18000;"Source Verified";"18-Mar";"Current";"";"Vacation";"141xx";"NY";0.0;0;"8-May";770;774;1;0;"";6;0;0;0.0;8;"w";2415.1;2415.1;2823.87;2823.87;2584.9;238.97;0;0;0;"19-Feb";1304.54;"19-Apr";"19-Mar";744;740;0;"";1;"Individual";"";"";"";0;0;0;1;0;0;0;57;0
366;7000;7000;" 36 months";17.47;251.21;"D";"Service Operations Manager";"10+ years";"RENT";67000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"920xx";"CA";26.42;0;"Oct-99";670;674;0;0;"";12;0;23124;88.6;23;"f";5232.76;5232.76;2749.72;2749.72;1767.24;982.48;0;0;0;"19-Feb";251.21;"19-Apr";"19-Mar";644;640;0;"";1;"Individual";"";"";"";0;0;37242;0;2;0;2;15;14118
367;17000;17000;" 60 months";7.34;339.36;"A";"";"";"MORTGAGE";35000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"967xx";"HI";15.88;0;"Jul-92";830;834;0;0;"";6;0;3405;8.7;17;"w";14330.2;14330.2;3719.1;3719.1;2669.8;1049.3;0;0;0;"19-Feb";339.36;"19-Apr";"19-Mar";794;790;0;"";1;"Joint App";"61000";"21.16";"Verified";0;0;121478;0;1;0;0;26;13098
368;4500;4500;" 36 months";11.98;149.43;"B";"Manager";"9 years";"RENT";65000;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"088xx";"NJ";16.14;0;"7-Sep";720;724;1;0;"";15;0;1733;3.9;35;"w";0.0;0.0;4889.18058;4889.18;4500.0;389.18;0;0;0;"19-Jan";3699.73;"";"19-Mar";719;715;0;"";1;"Individual";"";"";"";0;209;23820;2;2;3;4;4;22087
369;14000;14000;" 60 months";11.98;311.29;"B";"nurse practitioner";"8 years";"MORTGAGE";200000;"Not Verified";"18-Mar";"Current";"";"Other";"198xx";"DE";17.71;0;"Mar-96";700;704;0;27;"";16;0;10144;43.9;52;"w";12016.18;12016.18;3405.55;3405.55;1983.82;1421.73;0;0;0;"19-Feb";311.29;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;349010;2;5;2;6;1;118336
370;8000;8000;" 36 months";10.9;261.54;"B";"nerdesig";"3 years";"OWN";32000;"Source Verified";"18-Mar";"Current";"";"Major purchase";"028xx";"RI";14.14;0;"2-Sep";685;689;0;0;"85";7;1;4024;42.4;9;"f";5825.42;5643.37;2867.25;2777.65;2174.58;692.67;0;0;0;"19-Feb";261.54;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;13213;2;1;1;1;8;9189
371;3000;3000;" 36 months";7.34;93.1;"A";"Assistant produce Manager";"7 years";"RENT";35000;"Not Verified";"18-Mar";"Current";"";"Other";"450xx";"OH";16.87;0;"14-Jul";750;754;0;0;"";5;0;1673;11.4;5;"f";2152.14;2152.14;1021.65;1021.65;847.86;173.79;0;0;0;"19-Feb";93.1;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;24712;0;1;0;1;13;23039
372;14000;14000;" 36 months";11.98;464.87;"B";"Aviation maintenance technician ";"8 years";"RENT";60000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"672xx";"KS";19.06;0;"7-Dec";680;684;0;56;"";9;0;9419;54.4;18;"w";10239.9;10239.9;5094.93;5094.93;3760.1;1334.83;0;0;0;"19-Feb";464.87;"19-Apr";"19-Mar";709;705;0;"";1;"Individual";"";"";"";0;718;24656;0;2;1;2;7;15237
373;7000;7000;" 36 months";7.96;219.23;"A";"Carpenter ";"< 1 year";"RENT";72800;"Not Verified";"18-Mar";"Current";"";"Medical expenses";"104xx";"NY";7.78;0;"7-May";710;714;0;0;"";8;0;6839;57.0;9;"w";5034.92;5034.92;2405.34;2405.34;1965.08;440.26;0;0;0;"19-Feb";219.23;"19-Apr";"19-Mar";739;735;0;"";1;"Individual";"";"";"";0;0;10666;0;1;0;1;22;3827
374;15000;15000;" 36 months";14.07;513.18;"C";"Hairsylist";"10+ years";"MORTGAGE";36421;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"223xx";"VA";22.7;0;"13-Aug";670;674;0;0;"106";6;1;7520;86.4;6;"w";11064.29;11064.29;5621.53;5621.53;3935.71;1685.82;0;0;0;"19-Feb";513.18;"19-Apr";"19-Mar";644;640;0;"";1;"Individual";"";"";"";0;0;8312;0;1;0;0;35;792
375;36000;36000;" 36 months";10.41;1168.57;"B";"Master Scheduler/Planner";"< 1 year";"MORTGAGE";85000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"356xx";"AL";49.6;0;"3-Jul";735;739;0;0;"";17;0;22158;42.4;45;"f";26161.66;25961.81;12832.96;12734.93;9838.34;2994.62;0;0;0;"19-Mar";1168.57;"19-Apr";"19-Mar";769;765;0;"";1;"Joint App";"196000";"30.86";"Verified";0;0;408314;2;7;4;5;2;165684
376;16000;16000;" 60 months";17.47;401.7;"D";"Recruiting SFC";"10+ years";"MORTGAGE";70000;"Verified";"18-Mar";"Current";"";"Credit card refinancing";"809xx";"CO";33.39;0;"Jun-94";680;684;3;59;"";15;0;26085;77.9;25;"w";13960.16;13960.16;4427.24;4427.24;2039.84;2387.4;0;0;0;"19-Feb";405.0;"19-Apr";"19-Mar";704;700;0;"59";1;"Individual";"";"";"";0;0;356807;2;3;2;2;3;55299
377;20000;20000;" 60 months";17.47;502.12;"D";"pca";"10+ years";"MORTGAGE";60000;"Verified";"18-Mar";"Current";"";"Home improvement";"015xx";"MA";1.52;1;"6-Jul";660;664;0;17;"";3;0;2621;81.9;6;"w";17503.0;17503.0;5484.5;5484.5;2497.0;2987.5;0;0;0;"19-Feb";502.12;"19-Apr";"19-Mar";684;680;0;"";1;"Individual";"";"";"";0;0;312162;0;0;0;0;83;0
378;12000;12000;" 36 months";10.9;392.3;"B";"Representative";"< 1 year";"MORTGAGE";28000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"062xx";"CT";59.79;2;"Jun-87";660;664;0;3;"";10;0;13840;86.5;23;"w";8425.3;8425.3;4676.65;4676.65;3574.7;1101.95;0;0;0;"19-Mar";392.3;"19-Apr";"19-Mar";669;665;0;"26";1;"Joint App";"131000";"12.78";"Source Verified";0;0;278416;0;0;1;1;7;34871
379;20000;20000;" 60 months";19.42;523.45;"D";"Drug and Alcohol Specialist II";"8 years";"MORTGAGE";75000;"Source Verified";"18-Mar";"Current";"";"Home buying";"934xx";"CA";2.61;0;"4-Mar";670;674;1;26;"";16;0;1613;26.0;27;"w";17615.64;17615.64;5714.79;5714.79;2384.36;3330.43;0;0;0;"19-Feb";523.45;"19-Apr";"19-Mar";639;635;0;"51";1;"Individual";"";"";"";0;5686;352197;7;10;2;6;6;48344
380;14000;14000;" 36 months";10.41;454.45;"B";"Wiring ";"8 years";"RENT";90000;"Source Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"951xx";"CA";24.41;0;"1-Dec";680;684;1;73;"";18;0;26085;45.8;27;"f";0.0;0.0;14826.11478;14534.89;14000.0;826.11;0;0;0;"18-Nov";12115.6;"";"19-Mar";699;695;0;"73";1;"Individual";"";"";"";0;0;67659;0;3;1;2;7;41574
381;4200;4200;" 36 months";9.92;135.37;"B";"";"";"MORTGAGE";27000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"727xx";"AR";15.42;0;"Jun-00";685;689;1;77;"78";11;1;6440;31.4;24;"w";3045.93;3045.93;1484.44;1484.44;1154.07;330.37;0;0;0;"19-Feb";135.37;"19-Apr";"19-Mar";729;725;0;"";1;"Joint App";"36600";"12.26";"Verified";0;0;93270;2;1;0;0;29;18732
382;28500;28500;" 36 months";15.04;988.53;"C";"Intallation Technicain";"10+ years";"MORTGAGE";95000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"802xx";"CO";10.4;0;"Nov-96";740;744;0;0;"";5;0;25984;52.5;13;"w";21103.39;21103.39;10826.2;10826.2;7396.61;3429.59;0;0;0;"19-Feb";988.53;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;223269;0;0;0;0;33;0
383;24000;24000;" 36 months";14.07;821.08;"C";"Teacher";"10+ years";"RENT";89696;"Verified";"18-Mar";"Fully Paid";"";"Credit card refinancing";"112xx";"NY";19.11;0;"Nov-00";665;669;0;0;"";14;0;35718;89.1;28;"f";0.0;0.0;26676.28456;26648.5;24000.0;2676.28;0;0;0;"19-Feb";17656.98;"";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;39473;0;1;1;1;7;3755
384;5000;5000;" 36 months";10.41;162.31;"B";"Bus Driver";"3 years";"RENT";50000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"104xx";"NY";15.75;1;"2-Jan";705;709;0;15;"";11;0;5005;20.9;24;"w";3633.47;3633.47;1779.63;1779.63;1366.53;413.1;0;0;0;"19-Feb";162.31;"19-Apr";"19-Mar";714;710;0;"15";1;"Individual";"";"";"";0;0;18050;0;2;2;2;8;13045
385;20000;20000;" 60 months";12.61;451.08;"C";"journeyman";"10+ years";"RENT";60214;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"891xx";"NV";18.4;0;"Sep-92";690;694;0;0;"";15;0;33691;46.3;27;"w";17206.22;17206.22;4947.88;4947.88;2793.78;2154.1;0;0;0;"19-Mar";451.08;"19-Apr";"19-Mar";724;720;0;"";1;"Individual";"";"";"";0;0;33691;0;0;0;0;56;0
386;35000;35000;" 36 months";6.07;1065.88;"A";"ATM technician";"1 year";"RENT";60000;"Source Verified";"18-Mar";"Current";"";"Credit card refinancing";"072xx";"NJ";11.88;0;"5-Jan";795;799;1;0;"";8;0;4461;10.7;23;"w";24971.71;24971.71;11701.07;11701.07;10028.29;1672.78;0;0;0;"19-Feb";1065.88;"19-Apr";"19-Mar";789;785;0;"";1;"Individual";"";"";"";0;0;34602;1;2;1;1;8;28710
387;15000;15000;" 36 months";11.98;498.08;"B";"teacher";"4 years";"OWN";100000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"070xx";"NJ";19.28;2;"2-Aug";665;669;1;6;"";23;0;29880;65.2;39;"w";10971.26;10971.26;5458.91;5458.91;4028.74;1430.17;0;0;0;"19-Feb";498.08;"19-Apr";"19-Mar";699;695;0;"33";1;"Individual";"";"";"";0;0;577338;1;4;0;0;29;122197
388;20000;20000;" 60 months";15.04;476.22;"C";"Police officer ";"3 years";"RENT";110000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"917xx";"CA";8.47;0;"Jun-95";675;679;1;53;"";15;0;16451;27.9;36;"w";17357.44;17357.44;5205.0;5205.0;2642.56;2562.44;0;0;0;"19-Mar";476.22;"19-Apr";"19-Mar";709;705;0;"53";1;"Individual";"";"";"";0;0;21431;2;1;0;1;21;4980
389;7000;7000;" 36 months";10.9;228.84;"B";"Customer Service Rep";"< 1 year";"MORTGAGE";41600;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"370xx";"TN";41.42;0;"2-Jun";725;729;1;0;"";18;0;29845;34.8;42;"w";5097.33;5097.33;2508.76;2508.76;1902.67;606.09;0;0;0;"19-Feb";228.84;"19-Apr";"19-Mar";789;785;0;"";1;"Joint App";"98700";"24.75";"Source Verified";0;0;154833;2;2;2;3;5;15726
390;24000;24000;" 60 months";14.07;559.31;"C";"Salesman ";"10+ years";"MORTGAGE";54000;"Verified";"18-Mar";"Current";"";"Business";"325xx";"FL";8.83;1;"Feb-99";735;739;1;12;"";20;0;2157;4.5;35;"w";20441.39;20441.39;6627.3;6627.3;3558.61;3068.69;0;0;0;"19-Mar";559.31;"19-Apr";"19-Mar";734;730;0;"48";1;"Individual";"";"";"";0;0;20275;4;1;0;1;19;18118
391;5000;5000;" 36 months";9.43;160.01;"B";"Teacher";"10+ years";"MORTGAGE";70000;"Source Verified";"18-Mar";"Fully Paid";"";"Vacation";"301xx";"GA";24.07;0;"5-Oct";705;709;0;52;"";11;0;18095;65.8;22;"w";0.0;0.0;5357.82988;5357.83;5000.0;357.83;0;0;0;"19-Feb";3922.98;"";"19-Feb";674;670;0;"52";1;"Individual";"";"";"";0;0;399691;0;3;0;4;15;36358
392;40000;40000;" 60 months";10.9;867.71;"B";"workstation sales director";"< 1 year";"OWN";300000;"Verified";"18-Mar";"Current";"";"Debt consolidation";"210xx";"MD";12.93;0;"Jun-00";685;689;0;0;"";14;0;64933;67.8;27;"w";34192.89;34192.89;9496.37;9496.37;5807.11;3689.26;0;0;0;"19-Feb";867.71;"19-Apr";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;602428;1;2;2;2;12;48679
393;10000;10000;" 36 months";7.34;310.33;"A";"Bus Driver";"7 years";"RENT";33000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"926xx";"CA";37.71;0;"12-Apr";720;724;0;0;"105";11;1;9256;28.5;12;"w";7173.82;7173.82;3405.47;3405.47;2826.18;579.29;0;0;0;"19-Feb";310.33;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;13502;1;2;0;0;30;4246
394;8400;8400;" 36 months";12.61;281.46;"C";"Food Server";"< 1 year";"RENT";55000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"891xx";"NV";12.87;0;"6-Dec";735;739;1;54;"";7;0;650;7.6;27;"f";6159.66;6141.33;3084.29;3075.11;2240.34;843.95;0;0;0;"19-Feb";281.46;"19-Apr";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;17611;3;2;3;8;3;16961
395;6400;6400;" 36 months";6.71;196.77;"A";"Quality associate ";"10+ years";"MORTGAGE";45000;"Not Verified";"18-Mar";"Fully Paid";"";"Other";"199xx";"DE";2.69;0;"6-Jul";770;774;0;0;"";3;0;3313;40.9;8;"w";0.0;0.0;6620.959119;6620.96;6400.0;220.96;0;0;0;"18-Oct";5639.49;"";"19-Mar";764;760;0;"";1;"Individual";"";"";"";0;0;3313;0;0;0;0;138;0
396;10000;10000;" 36 months";6.71;307.45;"A";"Lead carpenter";"10+ years";"RENT";78000;"Source Verified";"18-Mar";"Current";"";"Major purchase";"301xx";"GA";17.08;0;"7-Dec";700;704;0;0;"";8;0;8917;37.3;12;"w";7154.46;7154.46;3374.49;3374.49;2845.54;528.95;0;0;0;"19-Feb";307.45;"19-Apr";"19-Mar";714;710;0;"";1;"Individual";"";"";"";0;0;43374;0;2;0;1;17;34457
397;15000;15000;" 36 months";21.85;571.7;"D";"Director ";"4 years";"OWN";75000;"Verified";"18-Mar";"Current";"";"Other";"685xx";"NE";14.03;1;"9-Oct";680;684;0;1;"";14;0;5147;33.4;27;"f";11399.72;11380.72;6252.28;6241.86;3600.28;2652.0;0;0;0;"19-Feb";571.7;"19-Apr";"19-Mar";654;650;0;"";1;"Individual";"";"";"";0;191;196292;1;5;0;2;19;14328
398;25000;25000;" 36 months";5.31;752.76;"A";"Chief";"10+ years";"OWN";80706;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"474xx";"IN";14.88;0;"6-Feb";735;739;0;0;"";7;0;30811;46.3;18;"w";17778.14;17778.14;8272.99;8272.99;7221.86;1051.13;0;0;0;"19-Mar";752.76;"19-Apr";"19-Mar";729;725;0;"";1;"Individual";"";"";"";0;0;44611;0;1;0;2;19;13800
399;20000;20000;" 36 months";7.96;626.36;"A";"owner";"10+ years";"OWN";90000;"Source Verified";"18-Mar";"Charged Off";"";"Credit card refinancing";"210xx";"MD";12.41;1;"Dec-00";680;684;1;0;"";8;0;74334;65.0;24;"f";0.0;0.0;1335.03;1333.36;990.66;244.37;0;100;18;"18-Jun";626.36;"";"19-Mar";554;550;0;"8";1;"Individual";"";"";"";0;0;413337;0;0;0;0;24;0
400;9000;9000;" 36 months";17.47;322.99;"D";"";"";"RENT";35000;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"787xx";"TX";20.93;0;"Oct-00";685;689;2;0;"";11;0;14345;33.3;14;"f";6727.76;6709.08;3552.89;3543.02;2272.24;1280.65;0;0;0;"19-Mar";322.99;"19-Apr";"19-Mar";674;670;0;"";1;"Individual";"";"";"";0;200;22371;1;1;1;1;1;8026
401;5500;5500;" 36 months";9.43;176.01;"B";"Tower technician ";"2 years";"OWN";40000;"Source Verified";"18-Mar";"Fully Paid";"";"Other";"773xx";"TX";8.82;0;"14-Aug";760;764;0;0;"";8;0;1602;4.5;10;"w";0.0;0.0;5818.407441;5818.41;5500.0;318.41;0;0;0;"18-Dec";4592.1;"";"18-Dec";749;745;0;"";1;"Individual";"";"";"";0;0;6750;0;1;1;1;10;5148
402;24000;24000;" 36 months";5.31;722.65;"A";"Owner";"10+ years";"MORTGAGE";180000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"770xx";"TX";19.16;0;"Nov-77";735;739;0;0;"";10;0;58022;63.4;21;"w";17067.01;17067.01;7934.99;7934.99;6932.99;1002.0;0;0;0;"19-Feb";722.65;"19-Apr";"19-Mar";744;740;0;"";1;"Individual";"";"";"";0;0;200617;0;2;1;2;9;64554
403;5000;5000;" 36 months";6.71;153.73;"A";"";"";"OWN";40000;"Not Verified";"18-Mar";"Fully Paid";"";"Debt consolidation";"127xx";"NY";17.88;0;"4-Dec";775;779;0;0;"";20;0;4731;4.0;34;"w";0.0;0.0;5202.986025;5202.99;5000.0;202.99;0;0;0;"18-Dec";4130.61;"";"19-Mar";769;765;0;"";1;"Individual";"";"";"";0;0;29222;1;1;2;3;11;24491
404;9600;9600;" 36 months";15.04;332.98;"C";"PA";"2 years";"RENT";40000;"Source Verified";"18-Mar";"Current";"";"Other";"930xx";"CA";16.71;4;"Sep-86";660;664;0;16;"";4;0;7329;33.3;7;"w";7108.49;7108.49;3685.85;3685.85;2491.51;1194.34;0;0;0;"19-Mar";332.98;"19-Apr";"19-Mar";654;650;0;"16";1;"Individual";"";"";"";0;0;8708;0;1;0;0;68;1379
405;12000;12000;" 36 months";9.92;386.76;"B";"School Counselor";"10+ years";"OWN";60000;"Verified";"18-Mar";"Current";"";"Medical expenses";"370xx";"TN";12.48;1;"Jan-99";660;664;0;11;"";4;0;7666;85.2;10;"w";8702.8;8702.8;4241.13;4241.13;3297.2;943.93;0;0;0;"19-Feb";386.76;"19-Apr";"19-Mar";704;700;0;"";1;"Individual";"";"";"";0;0;14642;0;1;0;0;34;6976
406;21600;21600;" 60 months";13.58;497.91;"C";"Business Developement Manager";"5 years";"MORTGAGE";100000;"Source Verified";"18-Mar";"Current";"";"Debt consolidation";"296xx";"SC";18.1;3;"1-Apr";705;709;0;14;"";12;0;9595;43.4;23;"w";18648.59;18648.59;5444.42;5444.42;2951.41;2493.01;0;0;0;"19-Mar";497.91;"19-Apr";"19-Mar";694;690;0;"";1;"Individual";"";"";"";0;0;337213;2;4;2;2;6;47164
407;9850;9850;" 36 months";11.98;327.07;"B";"Assistant Manager";"10+ years";"MORTGAGE";62000;"Not Verified";"18-Mar";"Fully Paid";"";"Other";"980xx";"WA";31.2;0;"May-98";710;714;0;52;"";12;0;36878;68.7;27;"f";0.0;0.0;10478.35332;10185.81;9850.0;628.35;0;0;0;"18-Oct";8842.99;"";"19-Mar";734;730;0;"";1;"Individual";"";"";"";0;0;386909;1;2;0;1;17;26197
408;16675;16675;" 36 months";10.41;541.28;"B";"";"";"MORTGAGE";35000;"Not Verified";"18-Mar";"Current";"";"Credit card refinancing";"295xx";"SC";30.76;0;"Nov-00";755;759;0;0;"";9;0;14115;53.5;22;"w";12117.88;12117.88;5934.79;5934.79;4557.12;1377.67;0;0;0;"19-Feb";541.28;"19-Apr";"19-Mar";789;785;0;"";1;"Individual";"";"";"";0;0;96757;0;2;0;1;15;19723
409;10000;10000;" 60 months";19.42;261.73;"D";"";"";"MORTGAGE";27264;"Not Verified";"18-Mar";"Current";"";"Debt consolidation";"463xx";"IN";22.23;1;"May-82";680;684;0;6;"";11;0;13871;65.1;14;"w";8807.76;8807.76;2857.45;2857.45;1192.24;1665.21;0;0;0;"19-Feb";261.73;"19-Apr";"19-Mar";709;705;0;"6";1;"Individual";"";"";"";0;0;95610;0;1;0;0;35;140
